"","target_child_id","stem","tokens"
"1",1754,"bite",6
"2",1754,"bring",3
"3",1754,"bump",5
"4",1754,"buy",5
"5",1754,"check",1
"6",1754,"give",14
"7",1754,"grab",1
"8",1754,"hang",2
"9",1754,"hit",11
"10",1754,"hold",1
"11",1754,"knock",2
"12",1754,"lay",2
"13",1754,"lick",2
"14",1754,"poke",1
"15",1754,"pull",1
"16",1754,"punch",1
"17",1754,"push",2
"18",1754,"put",14
"19",1754,"set",1
"20",1754,"take",40
"21",1754,"tie",2
"22",1754,"turn",1
"23",1754,"wrap",2
"24",1999,"bring",2
"25",1999,"buy",3
"26",1999,"celebrate",1
"27",1999,"check",1
"28",1999,"cover",2
"29",1999,"drop",4
"30",1999,"give",20
"31",1999,"glue",3
"32",1999,"grab",7
"33",1999,"hang",4
"34",1999,"hit",7
"35",1999,"hold",25
"36",1999,"invite",1
"37",1999,"keep",24
"38",1999,"kick",7
"39",1999,"knock",7
"40",1999,"pull",4
"41",1999,"push",1
"42",1999,"put",63
"43",1999,"sell",2
"44",1999,"spin",2
"45",1999,"stick",12
"46",1999,"take",43
"47",1999,"teach",3
"48",1999,"tie",1
"49",1999,"turn",12
"50",1999,"wrap",1
"51",2006,"bring",3
"52",2006,"drop",2
"53",2006,"give",1
"54",2006,"hit",3
"55",2006,"hold",4
"56",2006,"keep",4
"57",2006,"kick",13
"58",2006,"knock",1
"59",2006,"pull",5
"60",2006,"punch",2
"61",2006,"put",4
"62",2006,"set",2
"63",2006,"take",11
"64",2006,"turn",2
"65",2007,"bite",1
"66",2007,"bring",18
"67",2007,"bump",1
"68",2007,"buy",27
"69",2007,"check",2
"70",2007,"cover",1
"71",2007,"drop",8
"72",2007,"give",74
"73",2007,"grab",3
"74",2007,"hang",3
"75",2007,"hit",8
"76",2007,"hold",24
"77",2007,"keep",22
"78",2007,"kick",14
"79",2007,"knock",6
"80",2007,"lick",3
"81",2007,"pinch",1
"82",2007,"press",5
"83",2007,"pull",9
"84",2007,"push",9
"85",2007,"put",64
"86",2007,"set",1
"87",2007,"stick",4
"88",2007,"take",76
"89",2007,"teach",2
"90",2007,"tickle",1
"91",2007,"tie",25
"92",2007,"turn",17
"93",2020,"bite",1
"94",2020,"bring",3
"95",2020,"buy",2
"96",2020,"drop",3
"97",2020,"flip",1
"98",2020,"give",6
"99",2020,"hit",1
"100",2020,"keep",12
"101",2020,"pull",4
"102",2020,"put",18
"103",2020,"set",1
"104",2020,"take",30
"105",2020,"teach",2
"106",2020,"tie",1
"107",2020,"turn",12
"108",2040,"attack",2
"109",2040,"bring",10
"110",2040,"buy",2
"111",2040,"cover",3
"112",2040,"drop",2
"113",2040,"give",5
"114",2040,"grab",1
"115",2040,"hang",3
"116",2040,"hit",3
"117",2040,"hold",9
"118",2040,"keep",2
"119",2040,"kick",1
"120",2040,"knock",3
"121",2040,"pull",3
"122",2040,"push",2
"123",2040,"put",31
"124",2040,"set",1
"125",2040,"stick",8
"126",2040,"take",27
"127",2040,"teach",1
"128",2040,"tickle",2
"129",2040,"tie",1
"130",2040,"turn",8
"131",2053,"buy",5
"132",2053,"check",2
"133",2053,"hang",1
"134",2053,"hit",1
"135",2053,"hold",14
"136",2053,"kick",4
"137",2053,"knock",1
"138",2053,"pull",4
"139",2053,"push",2
"140",2053,"put",31
"141",2053,"smash",1
"142",2053,"stick",2
"143",2053,"take",16
"144",2053,"teach",4
"145",2053,"tie",5
"146",2053,"turn",3
"147",2065,"bite",3
"148",2065,"bring",7
"149",2065,"bump",1
"150",2065,"buy",2
"151",2065,"check",3
"152",2065,"drop",5
"153",2065,"give",21
"154",2065,"hang",3
"155",2065,"hit",9
"156",2065,"hold",1
"157",2065,"keep",5
"158",2065,"kick",5
"159",2065,"knock",1
"160",2065,"lay",1
"161",2065,"press",2
"162",2065,"pull",1
"163",2065,"punch",1
"164",2065,"push",8
"165",2065,"put",42
"166",2065,"stick",3
"167",2065,"take",18
"168",2065,"tickle",1
"169",2065,"turn",7
"170",2077,"bite",4
"171",2077,"bring",2
"172",2077,"cover",2
"173",2077,"drop",1
"174",2077,"give",5
"175",2077,"grab",1
"176",2077,"hit",1
"177",2077,"hold",5
"178",2077,"keep",1
"179",2077,"pull",1
"180",2077,"push",1
"181",2077,"put",19
"182",2077,"set",4
"183",2077,"take",39
"184",2077,"turn",3
"185",2091,"bite",1
"186",2091,"bring",3
"187",2091,"buy",7
"188",2091,"check",1
"189",2091,"drop",1
"190",2091,"give",4
"191",2091,"hang",1
"192",2091,"hit",3
"193",2091,"hold",5
"194",2091,"keep",11
"195",2091,"pull",1
"196",2091,"push",2
"197",2091,"put",44
"198",2091,"stick",4
"199",2091,"take",26
"200",2091,"tie",1
"201",2091,"turn",4
"202",2108,"bite",2
"203",2108,"bring",2
"204",2108,"bump",1
"205",2108,"buy",1
"206",2108,"check",1
"207",2108,"drop",1
"208",2108,"give",12
"209",2108,"glue",1
"210",2108,"grab",1
"211",2108,"hang",1
"212",2108,"hold",3
"213",2108,"keep",3
"214",2108,"knock",1
"215",2108,"lay",4
"216",2108,"lick",1
"217",2108,"push",1
"218",2108,"put",27
"219",2108,"smash",1
"220",2108,"stick",4
"221",2108,"take",19
"222",2108,"tie",1
"223",2108,"turn",1
"224",2112,"grab",2
"225",2112,"hit",3
"226",2112,"hold",3
"227",2112,"keep",4
"228",2112,"kick",1
"229",2112,"press",3
"230",2112,"pull",1
"231",2112,"push",3
"232",2112,"put",30
"233",2112,"set",3
"234",2112,"spin",2
"235",2112,"stick",3
"236",2112,"take",36
"237",2112,"tie",4
"238",2112,"turn",9
"239",2127,"bring",3
"240",2127,"buy",5
"241",2127,"flip",1
"242",2127,"give",9
"243",2127,"grab",10
"244",2127,"hang",1
"245",2127,"hit",16
"246",2127,"hold",4
"247",2127,"keep",7
"248",2127,"knock",4
"249",2127,"lay",3
"250",2127,"pull",2
"251",2127,"punch",1
"252",2127,"put",17
"253",2127,"set",1
"254",2127,"stick",1
"255",2127,"take",16
"256",2127,"turn",3
"257",2127,"wrap",4
"258",2130,"bite",1
"259",2130,"bring",1
"260",2130,"give",19
"261",2130,"hit",2
"262",2130,"hold",7
"263",2130,"keep",3
"264",2130,"kick",1
"265",2130,"knock",3
"266",2130,"poke",1
"267",2130,"push",2
"268",2130,"put",28
"269",2130,"take",18
"270",2130,"turn",3
"271",2141,"bite",1
"272",2141,"buy",5
"273",2141,"check",3
"274",2141,"cover",1
"275",2141,"drop",4
"276",2141,"give",12
"277",2141,"hit",2
"278",2141,"hold",4
"279",2141,"keep",9
"280",2141,"lick",1
"281",2141,"pull",4
"282",2141,"put",26
"283",2141,"set",4
"284",2141,"stick",1
"285",2141,"take",28
"286",2141,"tie",1
"287",2141,"turn",7
"288",2172,"bring",6
"289",2172,"buy",18
"290",2172,"drop",4
"291",2172,"give",10
"292",2172,"grab",1
"293",2172,"hang",2
"294",2172,"hit",7
"295",2172,"hold",3
"296",2172,"keep",6
"297",2172,"knock",1
"298",2172,"press",3
"299",2172,"pull",1
"300",2172,"punch",1
"301",2172,"put",28
"302",2172,"take",19
"303",2172,"teach",1
"304",2172,"turn",5
"305",2187,"bring",8
"306",2187,"buy",5
"307",2187,"check",1
"308",2187,"drop",1
"309",2187,"give",9
"310",2187,"hang",1
"311",2187,"keep",3
"312",2187,"knock",1
"313",2187,"place",1
"314",2187,"press",6
"315",2187,"pull",7
"316",2187,"push",4
"317",2187,"put",21
"318",2187,"set",1
"319",2187,"spin",3
"320",2187,"take",18
"321",2187,"tie",4
"322",2187,"turn",20
"323",2202,"bite",11
"324",2202,"bring",15
"325",2202,"bump",2
"326",2202,"buy",11
"327",2202,"check",9
"328",2202,"drop",1
"329",2202,"give",24
"330",2202,"grab",2
"331",2202,"hang",2
"332",2202,"hit",11
"333",2202,"hold",2
"334",2202,"keep",32
"335",2202,"kick",8
"336",2202,"knock",6
"337",2202,"lick",1
"338",2202,"place",1
"339",2202,"poke",1
"340",2202,"press",7
"341",2202,"pull",4
"342",2202,"punch",2
"343",2202,"push",6
"344",2202,"put",86
"345",2202,"sell",1
"346",2202,"set",8
"347",2202,"stick",9
"348",2202,"take",61
"349",2202,"tie",4
"350",2202,"turn",16
"351",2220,"bite",1
"352",2220,"bring",3
"353",2220,"buy",2
"354",2220,"drop",2
"355",2220,"give",7
"356",2220,"hit",2
"357",2220,"hold",6
"358",2220,"keep",5
"359",2220,"kick",5
"360",2220,"knock",6
"361",2220,"lay",1
"362",2220,"pull",5
"363",2220,"punch",4
"364",2220,"push",4
"365",2220,"put",29
"366",2220,"smash",1
"367",2220,"stick",1
"368",2220,"take",26
"369",2234,"bring",6
"370",2234,"bump",1
"371",2234,"buy",4
"372",2234,"cover",1
"373",2234,"drop",1
"374",2234,"give",9
"375",2234,"hit",10
"376",2234,"hold",8
"377",2234,"keep",4
"378",2234,"kick",1
"379",2234,"knock",1
"380",2234,"lay",1
"381",2234,"pull",4
"382",2234,"punch",2
"383",2234,"push",3
"384",2234,"put",32
"385",2234,"smash",3
"386",2234,"stick",1
"387",2234,"take",41
"388",2234,"tickle",1
"389",2234,"tie",3
"390",2234,"turn",9
"391",2249,"bring",1
"392",2249,"drop",1
"393",2249,"give",4
"394",2249,"hang",1
"395",2249,"hit",1
"396",2249,"hold",8
"397",2249,"keep",7
"398",2249,"knock",1
"399",2249,"lay",1
"400",2249,"poke",12
"401",2249,"pull",2
"402",2249,"punch",1
"403",2249,"put",27
"404",2249,"stick",1
"405",2249,"take",13
"406",2249,"tie",1
"407",2249,"turn",2
"408",2264,"bring",2
