"","target_child_id","tokens","corpus_name"
"1",1754,120,"PetersonMcCabe"
"2",1999,262,"Hall"
"3",2006,57,"Hall"
"4",2007,429,"Hall"
"5",2020,97,"Hall"
"6",2040,130,"Hall"
"7",2053,96,"Hall"
"8",2065,150,"Hall"
"9",2077,89,"Hall"
"10",2091,119,"Hall"
"11",2108,89,"Hall"
"12",2112,107,"Hall"
"13",2127,108,"Hall"
"14",2130,89,"Hall"
"15",2141,113,"Hall"
"16",2172,116,"Hall"
"17",2187,114,"Hall"
"18",2202,343,"Hall"
"19",2220,110,"Hall"
"20",2234,146,"Hall"
"21",2249,84,"Hall"
"22",2264,141,"Hall"
"23",2279,133,"Hall"
"24",2291,225,"Hall"
"25",2302,161,"Hall"
"26",2315,150,"Hall"
"27",2316,218,"Hall"
"28",2317,106,"Hall"
"29",2319,117,"Hall"
"30",2328,76,"Hall"
"31",2377,94,"Hall"
"32",2399,209,"Hall"
"33",2400,106,"Hall"
"34",2402,192,"Hall"
"35",2405,108,"Hall"
"36",2481,15,"VanKleeck"
"37",2489,26,"VanKleeck"
"38",2499,12,"VanKleeck"
"39",2512,2,"VanKleeck"
"40",2529,79,"Gopnik"
"41",2543,432,"Kuczaj"
"42",2564,28,"Gleason"
"43",2568,35,"Gleason"
"44",2575,46,"Gleason"
"45",2582,25,"Gleason"
"46",2591,89,"Gleason"
"47",2597,20,"Gleason"
"48",2622,67,"Gleason"
"49",2632,83,"Gleason"
"50",2643,41,"Gleason"
"51",2725,1000,"HSLLD"
"52",2787,4,"HSLLD"
"53",2808,4,"HSLLD"
"54",2850,2,"HSLLD"
"55",2865,5,"HSLLD"
"56",2869,3,"HSLLD"
"57",3057,79,"Gelman"
"58",3330,897,"Brown"
"59",3351,587,"Brown"
"60",3395,67,"MacWhinney"
"61",3436,2,"Warren"
"62",3459,8,"Warren"
"63",3468,3,"Warren"
"64",3906,98,"Braunwald"
"65",3940,64,"Sachs"
"66",3978,85,"Weist"
"67",3985,104,"Weist"
"68",4001,316,"Weist"
"69",4011,146,"Weist"
"70",4019,25,"Weist"
"71",5503,4,"Bliss"
"72",5516,11,"Bliss"
"73",22728,8,"Providence"
