"","target_child_id","tokens","corpus_name"
"1",1754,99,"PetersonMcCabe"
"2",1999,184,"Hall"
"3",2006,49,"Hall"
"4",2007,341,"Hall"
"5",2020,65,"Hall"
"6",2040,90,"Hall"
"7",2053,62,"Hall"
"8",2065,98,"Hall"
"9",2077,63,"Hall"
"10",2091,71,"Hall"
"11",2108,57,"Hall"
"12",2112,60,"Hall"
"13",2127,79,"Hall"
"14",2130,57,"Hall"
"15",2141,76,"Hall"
"16",2172,80,"Hall"
"17",2187,62,"Hall"
"18",2202,224,"Hall"
"19",2220,80,"Hall"
"20",2234,103,"Hall"
"21",2249,42,"Hall"
"22",2264,95,"Hall"
"23",2279,84,"Hall"
"24",2291,147,"Hall"
"25",2302,104,"Hall"
"26",2315,104,"Hall"
"27",2316,144,"Hall"
"28",2317,70,"Hall"
"29",2319,83,"Hall"
"30",2328,46,"Hall"
"31",2377,65,"Hall"
"32",2399,140,"Hall"
"33",2400,59,"Hall"
"34",2402,111,"Hall"
"35",2405,72,"Hall"
"36",2481,5,"VanKleeck"
"37",2489,13,"VanKleeck"
"38",2512,2,"VanKleeck"
"39",2529,41,"Gopnik"
"40",2543,263,"Kuczaj"
"41",2564,20,"Gleason"
"42",2568,20,"Gleason"
"43",2575,34,"Gleason"
"44",2582,15,"Gleason"
"45",2591,55,"Gleason"
"46",2597,13,"Gleason"
"47",2622,31,"Gleason"
"48",2632,45,"Gleason"
"49",2643,29,"Gleason"
"50",2725,554,"HSLLD"
"51",2787,2,"HSLLD"
"52",2808,2,"HSLLD"
"53",2850,2,"HSLLD"
"54",2865,4,"HSLLD"
"55",2869,1,"HSLLD"
"56",3057,53,"Gelman"
"57",3330,547,"Brown"
"58",3351,345,"Brown"
"59",3395,35,"MacWhinney"
"60",3436,1,"Warren"
"61",3459,4,"Warren"
"62",3468,3,"Warren"
"63",3906,55,"Braunwald"
"64",3940,44,"Sachs"
"65",3978,63,"Weist"
"66",3985,71,"Weist"
"67",4001,225,"Weist"
"68",4011,88,"Weist"
"69",4019,23,"Weist"
"70",5503,2,"Bliss"
"71",5516,6,"Bliss"
"72",22728,6,"Providence"
