"","corpus_name","tokens"
"1","Bliss",6
"2","Braunwald",29
"3","Brown",481
"4","Gelman",30
"5","Gleason",106
"6","Gopnik",16
"7","Hall",1642
"8","HSLLD",286
"9","Kuczaj",138
"10","MacWhinney",16
"11","PetersonMcCabe",42
"12","Providence",1
"13","Sachs",33
"14","VanKleeck",7
"15","Warren",5
"16","Weist",246
