"","target_child_id","corpus_name","target_child_age","form","pos","target_child_sex","stem","utterance_id"
"1",1754,"PetersonMcCabe",48.0009856465225,"bit","v","female","bite",378298
"2",1754,"PetersonMcCabe",48.0009856465225,"bit","v","female","bite",382520
"3",1754,"PetersonMcCabe",48.0009856465225,"bite","v","female","bite",379368
"4",1754,"PetersonMcCabe",48.0009856465225,"bite","v","female","bite",382677
"5",1754,"PetersonMcCabe",48.0009856465225,"bite","v","female","bite",382704
"6",1754,"PetersonMcCabe",48.0009856465225,"bites","v","female","bite",379238
"7",1754,"PetersonMcCabe",48.0009856465225,"bought","v","female","buy",377935
"8",1754,"PetersonMcCabe",48.0009856465225,"bought","v","female","buy",378549
"9",1754,"PetersonMcCabe",48.0009856465225,"bought","v","female","buy",378549
"10",1754,"PetersonMcCabe",48.0009856465225,"bring","v","female","bring",381513
"11",1754,"PetersonMcCabe",48.0009856465225,"brought","v","female","bring",378391
"12",1754,"PetersonMcCabe",48.0009856465225,"brought","v","female","bring",384093
"13",1754,"PetersonMcCabe",48.0009856465225,"bumped","v","female","bump",377489
"14",1754,"PetersonMcCabe",48.0009856465225,"bumped","v","female","bump",378457
"15",1754,"PetersonMcCabe",48.0009856465225,"bumped","v","female","bump",378499
"16",1754,"PetersonMcCabe",48.0009856465225,"bumped","part","female","bump",378499
"17",1754,"PetersonMcCabe",48.0009856465225,"bumped","v","female","bump",378513
"18",1754,"PetersonMcCabe",48.0009856465225,"buy","v","female","buy",378545
"19",1754,"PetersonMcCabe",48.0009856465225,"buy","v","female","buy",384134
"20",1754,"PetersonMcCabe",48.0009856465225,"check","v","female","check",378710
"21",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",378249
"22",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",378315
"23",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",378366
"24",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",380736
"25",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",380583
"26",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",383999
"27",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",384268
"28",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",384272
"29",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",384283
"30",1754,"PetersonMcCabe",48.0009856465225,"gave","v","female","give",384295
"31",1754,"PetersonMcCabe",48.0009856465225,"give","v","female","give",378319
"32",1754,"PetersonMcCabe",48.0009856465225,"give","v","female","give",378238
"33",1754,"PetersonMcCabe",48.0009856465225,"give","v","female","give",378501
"34",1754,"PetersonMcCabe",48.0009856465225,"gives","v","female","give",380944
"35",1754,"PetersonMcCabe",48.0009856465225,"grabbed","v","female","grab",378091
"36",1754,"PetersonMcCabe",48.0009856465225,"hang","v","female","hang",378064
"37",1754,"PetersonMcCabe",48.0009856465225,"hang","v","female","hang",378540
"38",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",377683
"39",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",382566
"40",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384208
"41",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384208
"42",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384219
"43",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384223
"44",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384231
"45",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384232
"46",1754,"PetersonMcCabe",48.0009856465225,"hit","v","female","hit",384234
"47",1754,"PetersonMcCabe",48.0009856465225,"hits","v","female","hit",384234
"48",1754,"PetersonMcCabe",48.0009856465225,"hitting","part","female","hit",377191
"49",1754,"PetersonMcCabe",48.0009856465225,"hold","v","female","hold",378180
"50",1754,"PetersonMcCabe",48.0009856465225,"knocked","v","female","knock",384109
"51",1754,"PetersonMcCabe",48.0009856465225,"knocks","v","female","knock",378168
"52",1754,"PetersonMcCabe",48.0009856465225,"lay","v","female","lay",384192
"53",1754,"PetersonMcCabe",48.0009856465225,"lay","v","female","lay",384198
"54",1754,"PetersonMcCabe",48.0009856465225,"licked","v","female","lick",377993
"55",1754,"PetersonMcCabe",48.0009856465225,"licked","v","female","lick",384201
"56",1754,"PetersonMcCabe",48.0009856465225,"poked","v","female","poke",378703
"57",1754,"PetersonMcCabe",48.0009856465225,"pulled","v","female","pull",378535
"58",1754,"PetersonMcCabe",48.0009856465225,"punched","v","female","punch",378474
"59",1754,"PetersonMcCabe",48.0009856465225,"pushed","v","female","push",383475
"60",1754,"PetersonMcCabe",48.0009856465225,"pushed","v","female","push",383500
"61",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378056
"62",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378084
"63",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378516
"64",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378675
"65",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378691
"66",1754,"PetersonMcCabe",48.0009856465225,"put","part","female","put",378710
"67",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",378720
"68",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",380976
"69",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",380176
"70",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",380495
"71",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",380545
"72",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",383021
"73",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",384299
"74",1754,"PetersonMcCabe",48.0009856465225,"put","v","female","put",384443
"75",1754,"PetersonMcCabe",48.0009856465225,"set","v","female","set",378549
"76",1754,"PetersonMcCabe",48.0009856465225,"take","v","female","take",377985
"77",1754,"PetersonMcCabe",48.0009856465225,"take","v","female","take",378486
"78",1754,"PetersonMcCabe",48.0009856465225,"take","v","female","take",378122
"79",1754,"PetersonMcCabe",48.0009856465225,"take","v","female","take",378587
