"","corpus_name","tokens"
"1","Bliss",15
"2","Braunwald",98
"3","Brown",1484
"4","Gelman",79
"5","Gleason",434
"6","Gopnik",79
"7","Hall",4884
"8","HSLLD",1018
"9","Kuczaj",432
"10","MacWhinney",67
"11","PetersonMcCabe",120
"12","Providence",8
"13","Sachs",64
"14","VanKleeck",55
"15","Warren",13
"16","Weist",676
