"","corpus_name","tokens"
"1","Bliss",8
"2","Braunwald",55
"3","Brown",892
"4","Gelman",53
"5","Gleason",262
"6","Gopnik",41
"7","Hall",3267
"8","HSLLD",565
"9","Kuczaj",263
"10","MacWhinney",35
"11","PetersonMcCabe",99
"12","Providence",6
"13","Sachs",44
"14","VanKleeck",20
"15","Warren",8
"16","Weist",470
