"","corpus_name","tokens"
"1","Bliss",2
"2","Bloom",2
"3","Bohannon",4
"4","Braunwald",32
"5","Brown",148
"6","Clark",10
"7","Davis",2
"8","Demetras1",10
"9","Gelman",14
"10","Gleason",13
"11","Gopnik",7
"12","Hall",282
"13","HSLLD",61
"14","Kuczaj",74
"15","MacWhinney",18
"16","Morisset",1
"17","PetersonMcCabe",14
"18","Providence",114
"19","Sachs",4
"20","Snow",12
"21","Suppes",23
"22","VanHouten",2
"23","VanKleeck",8
"24","Warren",3
"25","Weist",76
