"","corpus_name","tokens"
"1","Bliss",40
"2","Bloom",129
"3","Bohannon",195
"4","Braunwald",469
"5","Brown",3791
"6","Clark",294
"7","Davis",16
"8","Demetras1",179
"9","Gelman",103
"10","Gleason",860
"11","Gopnik",111
"12","Hall",4884
"13","HSLLD",1577
"14","Kuczaj",1437
"15","MacWhinney",236
"16","Morisset",53
"17","PetersonMcCabe",120
"18","Providence",883
"19","Sachs",156
"20","Snow",234
"21","Suppes",816
"22","VanHouten",297
"23","VanKleeck",434
"24","Warren",18
"25","Weist",1681
