"","corpus_name","tokens"
"1","Bliss",13
"2","Bloom",18
"3","Bohannon",51
"4","Braunwald",186
"5","Brown",1092
"6","Clark",67
"7","Davis",6
"8","Demetras1",33
"9","Gelman",40
"10","Gleason",234
"11","Gopnik",25
"12","Hall",1642
"13","HSLLD",480
"14","Kuczaj",429
"15","MacWhinney",67
"16","Morisset",13
"17","PetersonMcCabe",42
"18","Providence",230
"19","Sachs",67
"20","Snow",84
"21","Suppes",195
"22","VanHouten",85
"23","VanKleeck",73
"24","Warren",5
"25","Weist",688
