"","corpus_name","tokens"
"1","Bliss",18
"2","Bloom",79
"3","Bohannon",94
"4","Braunwald",263
"5","Brown",1299
"6","Clark",137
"7","Davis",15
"8","Demetras1",110
"9","Gelman",17
"10","Gleason",264
"11","Gopnik",19
"12","HSLLD",323
"13","Kuczaj",598
"14","MacWhinney",93
"15","Morisset",27
"16","Providence",478
"17","Sachs",62
"18","Snow",149
"19","Suppes",349
"20","VanHouten",128
"21","VanKleeck",152
"22","Warren",2
"23","Weist",662
