"","corpus_name","tokens"
"1","Bliss",7
"2","Bloom",18
"3","Bohannon",51
"4","Braunwald",157
"5","Brown",611
"6","Clark",67
"7","Davis",6
"8","Demetras1",33
"9","Gelman",10
"10","Gleason",128
"11","Gopnik",9
"12","HSLLD",194
"13","Kuczaj",291
"14","MacWhinney",51
"15","Morisset",13
"16","Providence",229
"17","Sachs",34
"18","Snow",84
"19","Suppes",195
"20","VanHouten",85
"21","VanKleeck",66
"22","Weist",442
